inning,half,score_diff,outs,base_state,wp
5,top,10,0,6,0.9334
5,top,10,0,7,0.9346
5,top,10,1,0,0.9276
5,top,10,1,1,0.9289
5,top,10,1,2,0.9289
5,top,10,1,3,0.9302
5,top,10,1,4,0.9289
5,top,10,1,5,0.9302
5,top,10,1,6,0.9302
5,top,10,1,7,0.9315
5,top,10,2,0,0.9241
5,top,10,2,1,0.9255
5,top,10,2,2,0.9255
5,top,10,2,3,0.9269
5,top,10,2,4,0.9255
5,top,10,2,5,0.9269
5,top,10,2,6,0.9269
5,top,10,2,7,0.9282
5,bottom,-10,0,0,0.0067
5,bottom,-10,0,1,0.0068
5,bottom,-10,0,2,0.0068
5,bottom,-10,0,3,0.007
5,bottom,-10,0,4,0.0068
5,bottom,-10,0,5,0.007
5,bottom,-10,0,6,0.007
5,bottom,-10,0,7,0.0071
5,bottom,-10,1,0,0.0064
5,bottom,-10,1,1,0.0065
5,bottom,-10,1,2,0.0065
5,bottom,-10,1,3,0.0066
5,bottom,-10,1,4,0.0065
5,bottom,-10,1,5,0.0066
5,bottom,-10,1,6,0.0066
5,bottom,-10,1,7,0.0068
5,bottom,-10,2,0,0.0061
5,bottom,-10,2,1,0.0062
5,bottom,-10,2,2,0.0062
5,bottom,-10,2,3,0.0063
5,bottom,-10,2,4,0.0062
5,bottom,-10,2,5,0.0063
5,bottom,-10,2,6,0.0063
5,bottom,-10,2,7,0.0064
5,bottom,-9,0,0,0.0122
5,bottom,-9,0,1,0.0125
5,bottom,-9,0,2,0.0125
5,bottom,-9,0,3,0.0127
5,bottom,-9,0,4,0.0125
5,bottom,-9,0,5,0.0127
5,bottom,-9,0,6,0.0127
5,bottom,-9,0,7,0.013
5,bottom,-9,1,0,0.0116
5,bottom,-9,1,1,0.0119
5,bottom,-9,1,2,0.0119
5,bottom,-9,1,3,0.0121
5,bottom,-9,1,4,0.0119
5,bottom,-9,1,5,0.0121
5,bottom,-9,1,6,0.0121
5,bottom,-9,1,7,0.0123
5,bottom,-9,2,0,0.0111
5,bottom,-9,2,1,0.0113
5,bottom,-9,2,2,0.0113
5,bottom,-9,2,3,0.0115
5,bottom,-9,2,4,0.0113
5,bottom,-9,2,5,0.0115
5,bottom,-9,2,6,0.0115
5,bottom,-9,2,7,0.0118
5,bottom,-8,0,0,0.0217
5,bottom,-8,0,1,0.0221
5,bottom,-8,0,2,0.0221
5,bottom,-8,0,3,0.0226
5,bottom,-8,0,4,0.0221
5,bottom,-8,0,5,0.0226
5,bottom,-8,0,6,0.0226
5,bottom,-8,0,7,0.023
5,bottom,-8,1,0,0.0207
5,bottom,-8,1,1,0.0211
5,bottom,-8,1,2,0.0211
5,bottom,-8,1,3,0.0215
5,bottom,-8,1,4,0.0211
5,bottom,-8,1,5,0.0215
5,bottom,-8,1,6,0.0215
5,bottom,-8,1,7,0.0219
5,bottom,-8,2,0,0.0197
5,bottom,-8,2,1,0.0201
5,bottom,-8,2,2,0.0201
5,bottom,-8,2,3,0.0205
5,bottom,-8,2,4,0.0201
5,bottom,-8,2,5,0.0205
5,bottom,-8,2,6,0.0205
5,bottom,-8,2,7,0.0209
5,bottom,-7,0,0,0.0374
5,bottom,-7,0,1,0.0381
5,bottom,-7,0,2,0.0381
5,bottom,-7,0,3,0.0389
5,bottom,-7,0,4,0.0381
5,bottom,-7,0,5,0.0389
5,bottom,-7,0,6,0.0389
5,bottom,-7,0,7,0.0396
5,bottom,-7,1,0,0.0356
5,bottom,-7,1,1,0.0363
5,bottom,-7,1,2,0.0363
5,bottom,-7,1,3,0.037
5,bottom,-7,1,4,0.0363
5,bottom,-7,1,5,0.037
5,bottom,-7,1,6,0.037
5,bottom,-7,1,7,0.0378
5,bottom,-7,2,0,0.034
5,bottom,-7,2,1,0.0346
5,bottom,-7,2,2,0.0346
5,bottom,-7,2,3,0.0353
5,bottom,-7,2,4,0.0346
5,bottom,-7,2,5,0.0353
5,bottom,-7,2,6,0.0353
5,bottom,-7,2,7,0.036
5,bottom,-6,0,0,0.0623
5,bottom,-6,0,1,0.0634
5,bottom,-6,0,2,0.0634
5,bottom,-6,0,3,0.0646
5,bottom,-6,0,4,0.0634
5,bottom,-6,0,5,0.0646
5,bottom,-6,0,6,0.0646
5,bottom,-6,0,7,0.0659
5,bottom,-6,1,0,0.0594
5,bottom,-6,1,1,0.0605
5,bottom,-6,1,2,0.0605
5,bottom,-6,1,3,0.0617
5,bottom,-6,1,4,0.0605
5,bottom,-6,1,5,0.0617
5,bottom,-6,1,6,0.0617
5,bottom,-6,1,7,0.0629
5,bottom,-6,2,0,0.0567
5,bottom,-6,2,1,0.0578
5,bottom,-6,2,2,0.0578
5,bottom,-6,2,3,0.0589
5,bottom,-6,2,4,0.0578
5,bottom,-6,2,5,0.0589
5,bottom,-6,2,6,0.0589
5,bottom,-6,2,7,0.06
5,bottom,-5,0,0,0.0998
5,bottom,-5,0,1,0.1016
5,bottom,-5,0,2,0.1016
5,bottom,-5,0,3,0.1034
5,bottom,-5,0,4,0.1016
5,bottom,-5,0,5,0.1034
5,bottom,-5,0,6,0.1034
5,bottom,-5,0,7,0.1053
5,bottom,-5,1,0,0.0953
5,bottom,-5,1,1,0.0971
5,bottom,-5,1,2,0.0971
5,bottom,-5,1,3,0.0989
5,bottom,-5,1,4,0.0971
5,bottom,-5,1,5,0.0989
5,bottom,-5,1,6,0.0989
5,bottom,-5,1,7,0.1007
5,bottom,-5,2,0,0.0911
5,bottom,-5,2,1,0.0928
5,bottom,-5,2,2,0.0928
5,bottom,-5,2,3,0.0945
5,bottom,-5,2,4,0.0928
5,bottom,-5,2,5,0.0945
5,bottom,-5,2,6,0.0945
5,bottom,-5,2,7,0.0962
5,bottom,-4,0,0,0.1529
5,bottom,-4,0,1,0.1555
5,bottom,-4,0,2,0.1555
5,bottom,-4,0,3,0.1582
5,bottom,-4,0,4,0.1555
5,bottom,-4,0,5,0.1582
5,bottom,-4,0,6,0.1582
5,bottom,-4,0,7,0.1608
5,bottom,-4,1,0,0.1465
5,bottom,-4,1,1,0.1491
5,bottom,-4,1,2,0.1491
5,bottom,-4,1,3,0.1516
5,bottom,-4,1,4,0.1491
5,bottom,-4,1,5,0.1516
5,bottom,-4,1,6,0.1516
5,bottom,-4,1,7,0.1542
5,bottom,-4,2,0,0.1404
5,bottom,-4,2,1,0.1428
5,bottom,-4,2,2,0.1428
5,bottom,-4,2,3,0.1453
5,bottom,-4,2,4,0.1428
5,bottom,-4,2,5,0.1453
5,bottom,-4,2,6,0.1453
5,bottom,-4,2,7,0.1478
5,bottom,-3,0,0,0.223
5,bottom,-3,0,1,0.2265
5,bottom,-3,0,2,0.2265
5,bottom,-3,0,3,0.2301
5,bottom,-3,0,4,0.2265
5,bottom,-3,0,5,0.2301
5,bottom,-3,0,6,0.2301
5,bottom,-3,0,7,0.2336
5,bottom,-3,1,0,0.2145
5,bottom,-3,1,1,0.2179
5,bottom,-3,1,2,0.2179
5,bottom,-3,1,3,0.2213
5,bottom,-3,1,4,0.2179
5,bottom,-3,1,5,0.2213
5,bottom,-3,1,6,0.2213
5,bottom,-3,1,7,0.2248
5,bottom,-3,2,0,0.2062
5,bottom,-3,2,1,0.2095
5,bottom,-3,2,2,0.2095
5,bottom,-3,2,3,0.2128
5,bottom,-3,2,4,0.2095
5,bottom,-3,2,5,0.2128
5,bottom,-3,2,6,0.2128
5,bottom,-3,2,7,0.2162
5,bottom,-2,0,0,0.3083
5,bottom,-2,0,1,0.3126
5,bottom,-2,0,2,0.3126
5,bottom,-2,0,3,0.3169
5,bottom,-2,0,4,0.3126
5,bottom,-2,0,5,0.3169
5,bottom,-2,0,6,0.3169
5,bottom,-2,0,7,0.3213
5,bottom,-2,1,0,0.2978
5,bottom,-2,1,1,0.302
5,bottom,-2,1,2,0.302
5,bottom,-2,1,3,0.3062
5,bottom,-2,1,4,0.302
5,bottom,-2,1,5,0.3062
5,bottom,-2,1,6,0.3062
5,bottom,-2,1,7,0.3105
5,bottom,-2,2,0,0.2874
5,bottom,-2,2,1,0.2915
5,bottom,-2,2,2,0.2915
5,bottom,-2,2,3,0.2957
5,bottom,-2,2,4,0.2915
5,bottom,-2,2,5,0.2957
5,bottom,-2,2,6,0.2957
5,bottom,-2,2,7,0.2999
5,bottom,-1,0,0,0.4032
5,bottom,-1,0,1,0.4081
5,bottom,-1,0,2,0.4081
5,bottom,-1,0,3,0.4129
5,bottom,-1,0,4,0.4081
5,bottom,-1,0,5,0.4129
5,bottom,-1,0,6,0.4129
5,bottom,-1,0,7,0.4178
5,bottom,-1,1,0,0.3913
5,bottom,-1,1,1,0.396
5,bottom,-1,1,2,0.396
5,bottom,-1,1,3,0.4008
5,bottom,-1,1,4,0.396
5,bottom,-1,1,5,0.4008
5,bottom,-1,1,6,0.4008
5,bottom,-1,1,7,0.4056
5,bottom,-1,2,0,0.3794
5,bottom,-1,2,1,0.3841
5,bottom,-1,2,2,0.3841
5,bottom,-1,2,3,0.3889
5,bottom,-1,2,4,0.3841
5,bottom,-1,2,5,0.3889
5,bottom,-1,2,6,0.3889
5,bottom,-1,2,7,0.3936
5,bottom,0,0,0,0.5
5,bottom,0,0,1,0.505
5,bottom,0,0,2,0.505
5,bottom,0,0,3,0.51
5,bottom,0,0,4,0.505
5,bottom,0,0,5,0.51
5,bottom,0,0,6,0.51
5,bottom,0,0,7,0.515
5,bottom,0,1,0,0.4875
5,bottom,0,1,1,0.4925
5,bottom,0,1,2,0.4925
5,bottom,0,1,3,0.4975
5,bottom,0,1,4,0.4925
5,bottom,0,1,5,0.4975
5,bottom,0,1,6,0.4975
5,bottom,0,1,7,0.5025
5,bottom,0,2,0,0.475
5,bottom,0,2,1,0.48
5,bottom,0,2,2,0.48
5,bottom,0,2,3,0.485
5,bottom,0,2,4,0.48
5,bottom,0,2,5,0.485
5,bottom,0,2,6,0.485
5,bottom,0,2,7,0.49
5,bottom,1,0,0,0.591
5,bottom,1,0,1,0.5958
5,bottom,1,0,2,0.5958
5,bottom,1,0,3,0.6006
5,bottom,1,0,4,0.5958
5,bottom,1,0,5,0.6006
5,bottom,1,0,6,0.6006
5,bottom,1,0,7,0.6054
5,bottom,1,1,0,0.5788
5,bottom,1,1,1,0.5837
5,bottom,1,1,2,0.5837
5,bottom,1,1,3,0.5886
5,bottom,1,1,4,0.5837
5,bottom,1,1,5,0.5886
5,bottom,1,1,6,0.5886
5,bottom,1,1,7,0.5934
5,bottom,1,2,0,0.5666
5,bottom,1,2,1,0.5715
5,bottom,1,2,2,0.5715
5,bottom,1,2,3,0.5764
5,bottom,1,2,4,0.5715
5,bottom,1,2,5,0.5764
5,bottom,1,2,6,0.5764
5,bottom,1,2,7,0.5813
5,bottom,2,0,0,0.6708
5,bottom,2,0,1,0.6752
5,bottom,2,0,2,0.6752
5,bottom,2,0,3,0.6796
5,bottom,2,0,4,0.6752
5,bottom,2,0,5,0.6796
5,bottom,2,0,6,0.6796
5,bottom,2,0,7,0.684
5,bottom,2,1,0,0.6597
5,bottom,2,1,1,0.6642
5,bottom,2,1,2,0.6642
5,bottom,2,1,3,0.6686
5,bottom,2,1,4,0.6642
5,bottom,2,1,5,0.6686
5,bottom,2,1,6,0.6686
5,bottom,2,1,7,0.673
5,bottom,2,2,0,0.6484
5,bottom,2,2,1,0.6529
5,bottom,2,2,2,0.6529
5,bottom,2,2,3,0.6575
5,bottom,2,2,4,0.6529
5,bottom,2,2,5,0.6575
5,bottom,2,2,6,0.6575
5,bottom,2,2,7,0.662
5,bottom,3,0,0,0.7373
5,bottom,3,0,1,0.7412
5,bottom,3,0,2,0.7412
5,bottom,3,0,3,0.745
5,bottom,3,0,4,0.7412
5,bottom,3,0,5,0.745
5,bottom,3,0,6,0.745
5,bottom,3,0,7,0.7488
5,bottom,3,1,0,0.7275
5,bottom,3,1,1,0.7315
5,bottom,3,1,2,0.7315
5,bottom,3,1,3,0.7354
5,bottom,3,1,4,0.7315
5,bottom,3,1,5,0.7354
5,bottom,3,1,6,0.7354
5,bottom,3,1,7,0.7392
5,bottom,3,2,0,0.7175
5,bottom,3,2,1,0.7215
5,bottom,3,2,2,0.7215
5,bottom,3,2,3,0.7255
5,bottom,3,2,4,0.7215
5,bottom,3,2,5,0.7255
5,bottom,3,2,6,0.7255
5,bottom,3,2,7,0.7295
5,bottom,4,0,0,0.7905
5,bottom,4,0,1,0.7938
5,bottom,4,0,2,0.7938
5,bottom,4,0,3,0.7971
5,bottom,4,0,4,0.7938
5,bottom,4,0,5,0.7971
5,bottom,4,0,6,0.7971
5,bottom,4,0,7,0.8003
5,bottom,4,1,0,0.7821
5,bottom,4,1,1,0.7855
5,bottom,4,1,2,0.7855
5,bottom,4,1,3,0.7888
5,bottom,4,1,4,0.7855
5,bottom,4,1,5,0.7888
5,bottom,4,1,6,0.7888
5,bottom,4,1,7,0.7922
5,bottom,4,2,0,0.7735
5,bottom,4,2,1,0.777
5,bottom,4,2,2,0.777
5,bottom,4,2,3,0.7804
5,bottom,4,2,4,0.777
5,bottom,4,2,5,0.7804
5,bottom,4,2,6,0.7804
5,bottom,4,2,7,0.7838
5,bottom,5,0,0,0.832
5,bottom,5,0,1,0.8348
5,bottom,5,0,2,0.8348
5,bottom,5,0,3,0.8375
5,bottom,5,0,4,0.8348
5,bottom,5,0,5,0.8375
5,bottom,5,0,6,0.8375
5,bottom,5,0,7,0.8402
5,bottom,5,1,0,0.8249
5,bottom,5,1,1,0.8278
5,bottom,5,1,2,0.8278
5,bottom,5,1,3,0.8306
5,bottom,5,1,4,0.8278
5,bottom,5,1,5,0.8306
5,bottom,5,1,6,0.8306
5,bottom,5,1,7,0.8334
5,bottom,5,2,0,0.8176
5,bottom,5,2,1,0.8205
5,bottom,5,2,2,0.8205
5,bottom,5,2,3,0.8235
5,bottom,5,2,4,0.8205
5,bottom,5,2,5,0.8235
5,bottom,5,2,6,0.8235
5,bottom,5,2,7,0.8264
5,bottom,6,0,0,0.8639
5,bottom,6,0,1,0.8662
5,bottom,6,0,2,0.8662
5,bottom,6,0,3,0.8685
5,bottom,6,0,4,0.8662
5,bottom,6,0,5,0.8685
5,bottom,6,0,6,0.8685
5,bottom,6,0,7,0.8708
5,bottom,6,1,0,0.8579
5,bottom,6,1,1,0.8603
5,bottom,6,1,2,0.8603
5,bottom,6,1,3,0.8627
5,bottom,6,1,4,0.8603
5,bottom,6,1,5,0.8627
5,bottom,6,1,6,0.8627
5,bottom,6,1,7,0.8651
5,bottom,6,2,0,0.8517
5,bottom,6,2,1,0.8542
5,bottom,6,2,2,0.8542
5,bottom,6,2,3,0.8567
5,bottom,6,2,4,0.8542
5,bottom,6,2,5,0.8567
5,bottom,6,2,6,0.8567
5,bottom,6,2,7,0.8591
5,bottom,7,0,0,0.8882
5,bottom,7,0,1,0.8901
5,bottom,7,0,2,0.8901
5,bottom,7,0,3,0.8921
5,bottom,7,0,4,0.8901
5,bottom,7,0,5,0.8921
5,bottom,7,0,6,0.8921
5,bottom,7,0,7,0.894
5,bottom,7,1,0,0.8831
5,bottom,7,1,1,0.8851
5,bottom,7,1,2,0.8851
5,bottom,7,1,3,0.8872
5,bottom,7,1,4,0.8851
5,bottom,7,1,5,0.8872
5,bottom,7,1,6,0.8872
5,bottom,7,1,7,0.8891
5,bottom,7,2,0,0.8778
5,bottom,7,2,1,0.88
5,bottom,7,2,2,0.88
5,bottom,7,2,3,0.8821
5,bottom,7,2,4,0.88
5,bottom,7,2,5,0.8821
5,bottom,7,2,6,0.8821
5,bottom,7,2,7,0.8841
5,bottom,8,0,0,0.9065
5,bottom,8,0,1,0.9082
5,bottom,8,0,2,0.9082
5,bottom,8,0,3,0.9099
5,bottom,8,0,4,0.9082
5,bottom,8,0,5,0.9099
5,bottom,8,0,6,0.9099
5,bottom,8,0,7,0.9115
5,bottom,8,1,0,0.9022
5,bottom,8,1,1,0.904
5,bottom,8,1,2,0.904
5,bottom,8,1,3,0.9057
5,bottom,8,1,4,0.904
5,bottom,8,1,5,0.9057
5,bottom,8,1,6,0.9057
5,bottom,8,1,7,0.9074
5,bottom,8,2,0,0.8977
5,bottom,8,2,1,0.8995
5,bottom,8,2,2,0.8995
5,bottom,8,2,3,0.9013
5,bottom,8,2,4,0.8995
5,bottom,8,2,5,0.9013
5,bottom,8,2,6,0.9013
5,bottom,8,2,7,0.9031
5,bottom,9,0,0,0.9204
5,bottom,9,0,1,0.9219
5,bottom,9,0,2,0.9219
5,bottom,9,0,3,0.9233
5,bottom,9,0,4,0.9219
5,bottom,9,0,5,0.9233
5,bottom,9,0,6,0.9233
5,bottom,9,0,7,0.9247
5,bottom,9,1,0,0.9167
5,bottom,9,1,1,0.9182
5,bottom,9,1,2,0.9182
5,bottom,9,1,3,0.9197
5,bottom,9,1,4,0.9182
5,bottom,9,1,5,0.9197
5,bottom,9,1,6,0.9197
5,bottom,9,1,7,0.9211
5,bottom,9,2,0,0.9128
5,bottom,9,2,1,0.9144
5,bottom,9,2,2,0.9144
5,bottom,9,2,3,0.9159
5,bottom,9,2,4,0.9144
5,bottom,9,2,5,0.9159
5,bottom,9,2,6,0.9159
5,bottom,9,2,7,0.9174
5,bottom,10,0,0,0.9309
5,bottom,10,0,1,0.9321
5,bottom,10,0,2,0.9321
5,bottom,10,0,3,0.9334
5,bottom,10,0,4,0.9321
5,bottom,10,0,5,0.9334
5,bottom,10,0,6,0.9334
5,bottom,10,0,7,0.9346
5,bottom,10,1,0,0.9276
5,bottom,10,1,1,0.9289
5,bottom,10,1,2,0.9289
5,bottom,10,1,3,0.9302
5,bottom,10,1,4,0.9289
5,bottom,10,1,5,0.9302
5,bottom,10,1,6,0.9302
5,bottom,10,1,7,0.9315
5,bottom,10,2,0,0.9241
5,bottom,10,2,1,0.9255
5,bottom,10,2,2,0.9255
5,bottom,10,2,3,0.9269
5,bottom,10,2,4,0.9255
5,bottom,10,2,5,0.9269
5,bottom,10,2,6,0.9269
5,bottom,10,2,7,0.9282
6,top,-10,0,0,0.0067
6,top,-10,0,1,0.0068
6,top,-10,0,2,0.0068
6,top,-10,0,3,0.007
6,top,-10,0,4,0.0068
6,top,-10,0,5,0.007
6,top,-10,0,6,0.007
6,top,-10,0,7,0.0071
6,top,-10,1,0,0.0064
6,top,-10,1,1,0.0065
6,top,-10,1,2,0.0065
6,top,-10,1,3,0.0066
6,top,-10,1,4,0.0065
6,top,-10,1,5,0.0066
6,top,-10,1,6,0.0066
6,top,-10,1,7,0.0068
6,top,-10,2,0,0.0061
6,top,-10,2,1,0.0062
6,top,-10,2,2,0.0062
6,top,-10,2,3,0.0063
6,top,-10,2,4,0.0062
6,top,-10,2,5,0.0063
6,top,-10,2,6,0.0063
6,top,-10,2,7,0.0064
6,top,-9,0,0,0.0122
6,top,-9,0,1,0.0125
6,top,-9,0,2,0.0125
6,top,-9,0,3,0.0127
6,top,-9,0,4,0.0125
6,top,-9,0,5,0.0127
6,top,-9,0,6,0.0127
6,top,-9,0,7,0.013
6,top,-9,1,0,0.0116
6,top,-9,1,1,0.0119
6,top,-9,1,2,0.0119
6,top,-9,1,3,0.0121
6,top,-9,1,4,0.0119
6,top,-9,1,5,0.0121
6,top,-9,1,6,0.0121
6,top,-9,1,7,0.0123
6,top,-9,2,0,0.0111
6,top,-9,2,1,0.0113
6,top,-9,2,2,0.0113
6,top,-9,2,3,0.0115
6,top,-9,2,4,0.0113
6,top,-9,2,5,0.0115
6,top,-9,2,6,0.0115
6,top,-9,2,7,0.0118
6,top,-8,0,0,0.0217
6,top,-8,0,1,0.0221
6,top,-8,0,2,0.0221
6,top,-8,0,3,0.0226
6,top,-8,0,4,0.0221
6,top,-8,0,5,0.0226
6,top,-8,0,6,0.0226
6,top,-8,0,7,0.023
6,top,-8,1,0,0.0207
6,top,-8,1,1,0.0211
6,top,-8,1,2,0.0211
6,top,-8,1,3,0.0215
6,top,-8,1,4,0.0211
6,top,-8,1,5,0.0215
6,top,-8,1,6,0.0215
6,top,-8,1,7,0.0219
6,top,-8,2,0,0.0197
6,top,-8,2,1,0.0201
6,top,-8,2,2,0.0201
6,top,-8,2,3,0.0205
6,top,-8,2,4,0.0201
6,top,-8,2,5,0.0205
6,top,-8,2,6,0.0205
6,top,-8,2,7,0.0209
6,top,-7,0,0,0.0374
6,top,-7,0,1,0.0381
6,top,-7,0,2,0.0381
6,top,-7,0,3,0.0389
6,top,-7,0,4,0.0381
6,top,-7,0,5,0.0389
6,top,-7,0,6,0.0389
6,top,-7,0,7,0.0396
6,top,-7,1,0,0.0356
6,top,-7,1,1,0.0363
6,top,-7,1,2,0.0363
6,top,-7,1,3,0.037
6,top,-7,1,4,0.0363
6,top,-7,1,5,0.037
6,top,-7,1,6,0.037
6,top,-7,1,7,0.0378
6,top,-7,2,0,0.034
6,top,-7,2,1,0.0346
6,top,-7,2,2,0.0346
6,top,-7,2,3,0.0353
6,top,-7,2,4,0.0346
6,top,-7,2,5,0.0353
6,top,-7,2,6,0.0353
6,top,-7,2,7,0.036
6,top,-6,0,0,0.0623
6,top,-6,0,1,0.0634
6,top,-6,0,2,0.0634
6,top,-6,0,3,0.0646
6,top,-6,0,4,0.0634
6,top,-6,0,5,0.0646
6,top,-6,0,6,0.0646
6,top,-6,0,7,0.0659
6,top,-6,1,0,0.0594
6,top,-6,1,1,0.0605
6,top,-6,1,2,0.0605
6,top,-6,1,3,0.0617
6,top,-6,1,4,0.0605
6,top,-6,1,5,0.0617
6,top,-6,1,6,0.0617
6,top,-6,1,7,0.0629
6,top,-6,2,0,0.0567
6,top,-6,2,1,0.0578
6,top,-6,2,2,0.0578
6,top,-6,2,3,0.0589
6,top,-6,2,4,0.0578
6,top,-6,2,5,0.0589
6,top,-6,2,6,0.0589
6,top,-6,2,7,0.06
6,top,-5,0,0,0.0998
6,top,-5,0,1,0.1016
6,top,-5,0,2,0.1016
6,top,-5,0,3,0.1034
6,top,-5,0,4,0.1016
6,top,-5,0,5,0.1034
6,top,-5,0,6,0.1034
6,top,-5,0,7,0.1053
6,top,-5,1,0,0.0953
6,top,-5,1,1,0.0971
6,top,-5,1,2,0.0971
6,top,-5,1,3,0.0989
6,top,-5,1,4,0.0971
6,top,-5,1,5,0.0989
6,top,-5,1,6,0.0989
6,top,-5,1,7,0.1007
6,top,-5,2,0,0.0911
6,top,-5,2,1,0.0928
6,top,-5,2,2,0.0928
6,top,-5,2,3,0.0945
6,top,-5,2,4,0.0928
6,top,-5,2,5,0.0945
6,top,-5,2,6,0.0945
6,top,-5,2,7,0.0962
6,top,-4,0,0,0.1529
6,top,-4,0,1,0.1555
6,top,-4,0,2,0.1555
6,top,-4,0,3,0.1582
6,top,-4,0,4,0.1555
6,top,-4,0,5,0.1582
6,top,-4,0,6,0.1582
6,top,-4,0,7,0.1608
6,top,-4,1,0,0.1465
6,top,-4,1,1,0.1491
6,top,-4,1,2,0.1491
6,top,-4,1,3,0.1516
6,top,-4,1,4,0.1491
6,top,-4,1,5,0.1516
6,top,-4,1,6,0.1516
6,top,-4,1,7,0.1542
6,top,-4,2,0,0.1404
6,top,-4,2,1,0.1428
6,top,-4,2,2,0.1428
6,top,-4,2,3,0.1453
6,top,-4,2,4,0.1428
6,top,-4,2,5,0.1453
6,top,-4,2,6,0.1453
6,top,-4,2,7,0.1478
6,top,-3,0,0,0.223
6,top,-3,0,1,0.2265
6,top,-3,0,2,0.2265
6,top,-3,0,3,0.2301
6,top,-3,0,4,0.2265
6,top,-3,0,5,0.2301
6,top,-3,0,6,0.2301
6,top,-3,0,7,0.2336
6,top,-3,1,0,0.2145
6,top,-3,1,1,0.2179
6,top,-3,1,2,0.2179
6,top,-3,1,3,0.2213
6,top,-3,1,4,0.2179
6,top,-3,1,5,0.2213
6,top,-3,1,6,0.2213
6,top,-3,1,7,0.2248
6,top,-3,2,0,0.2062
6,top,-3,2,1,0.2095
6,top,-3,2,2,0.2095
6,top,-3,2,3,0.2128
6,top,-3,2,4,0.2095
6,top,-3,2,5,0.2128
6,top,-3,2,6,0.2128
6,top,-3,2,7,0.2162
6,top,-2,0,0,0.3083
6,top,-2,0,1,0.3126
6,top,-2,0,2,0.3126
6,top,-2,0,3,0.3169
6,top,-2,0,4,0.3126
6,top,-2,0,5,0.3169
6,top,-2,0,6,0.3169
6,top,-2,0,7,0.3213
6,top,-2,1,0,0.2978
6,top,-2,1,1,0.302
6,top,-2,1,2,0.302
6,top,-2,1,3,0.3062
6,top,-2,1,4,0.302
6,top,-2,1,5,0.3062
6,top,-2,1,6,0.3062
6,top,-2,1,7,0.3105
6,top,-2,2,0,0.2874
6,top,-2,2,1,0.2915
6,top,-2,2,2,0.2915
6,top,-2,2,3,0.2957
6,top,-2,2,4,0.2915
6,top,-2,2,5,0.2957
6,top,-2,2,6,0.2957
6,top,-2,2,7,0.2999
6,top,-1,0,0,0.4032
6,top,-1,0,1,0.4081
6,top,-1,0,2,0.4081
6,top,-1,0,3,0.4129
6,top,-1,0,4,0.4081
6,top,-1,0,5,0.4129
6,top,-1,0,6,0.4129
6,top,-1,0,7,0.4178
6,top,-1,1,0,0.3913
6,top,-1,1,1,0.396
6,top,-1,1,2,0.396
6,top,-1,1,3,0.4008
6,top,-1,1,4,0.396
6,top,-1,1,5,0.4008
6,top,-1,1,6,0.4008
6,top,-1,1,7,0.4056
6,top,-1,2,0,0.3794
6,top,-1,2,1,0.3841
6,top,-1,2,2,0.3841
6,top,-1,2,3,0.3889
6,top,-1,2,4,0.3841
6,top,-1,2,5,0.3889
6,top,-1,2,6,0.3889
6,top,-1,2,7,0.3936
6,top,0,0,0,0.5
6,top,0,0,1,0.505
6,top,0,0,2,0.505
6,top,0,0,3,0.51
6,top,0,0,4,0.505
6,top,0,0,5,0.51
6,top,0,0,6,0.51
6,top,0,0,7,0.515
6,top,0,1,0,0.4875
6,top,0,1,1,0.4925
6,top,0,1,2,0.4925
6,top,0,1,3,0.4975
6,top,0,1,4,0.4925
6,top,0,1,5,0.4975
6,top,0,1,6,0.4975
6,top,0,1,7,0.5025
6,top,0,2,0,0.475
6,top,0,2,1,0.48
6,top,0,2,2,0.48
6,top,0,2,3,0.485
6,top,0,2,4,0.48
6,top,0,2,5,0.485
6,top,0,2,6,0.485
6,top,0,2,7,0.49
6,top,1,0,0,0.591
6,top,1,0,1,0.5958
6,top,1,0,2,0.5958
6,top,1,0,3,0.6006
6,top,1,0,4,0.5958
6,top,1,0,5,0.6006
6,top,1,0,6,0.6006
6,top,1,0,7,0.6054
6,top,1,1,0,0.5788
6,top,1,1,1,0.5837
6,top,1,1,2,0.5837
6,top,1,1,3,0.5886
6,top,1,1,4,0.5837
6,top,1,1,5,0.5886
6,top,1,1,6,0.5886
6,top,1,1,7,0.5934
6,top,1,2,0,0.5666
6,top,1,2,1,0.5715
6,top,1,2,2,0.5715
6,top,1,2,3,0.5764
6,top,1,2,4,0.5715
6,top,1,2,5,0.5764
6,top,1,2,6,0.5764
6,top,1,2,7,0.5813
6,top,2,0,0,0.6708
6,top,2,0,1,0.6752
6,top,2,0,2,0.6752
6,top,2,0,3,0.6796
6,top,2,0,4,0.6752
6,top,2,0,5,0.6796
6,top,2,0,6,0.6796
6,top,2,0,7,0.684
6,top,2,1,0,0.6597
6,top,2,1,1,0.6642
6,top,2,1,2,0.6642
6,top,2,1,3,0.6686
6,top,2,1,4,0.6642
6,top,2,1,5,0.6686
6,top,2,1,6,0.6686
6,top,2,1,7,0.673
6,top,2,2,0,0.6484
6,top,2,2,1,0.6529
6,top,2,2,2,0.6529
6,top,2,2,3,0.6575
6,top,2,2,4,0.6529
6,top,2,2,5,0.6575
6,top,2,2,6,0.6575
6,top,2,2,7,0.662
6,top,3,0,0,0.7373
6,top,3,0,1,0.7412
6,top,3,0,2,0.7412
6,top,3,0,3,0.745
